Name,Symbol
Red River Bancshares Inc. Common Stock,RRBI
Range Resources Corporation Common Stock,RRC
R.R. Donnelley & Sons Company Common Stock,RRD
Red Robin Gourmet Burgers Inc. Common Stock,RRGB
Red Rock Resorts Inc. Class A Common Stock,RRR
Regal Rexnord Corporation Common Stock,RRX
Reliance Steel & Aluminum Co. Common Stock (DE),RS
RiverNorth Specialty Finance Corporation,RSF
Republic Services Inc. Common Stock,RSG
Rush Street Interactive Inc. Class A Common Stock,RSI
Riskified Ltd. Class A Ordinary Shares,RSKD
ReShape Lifesciences Inc. Common Stock,RSLS
Research Solutions Inc Common Stock,RSSS
Reservoir Media Inc. Common Stock,RSVR
Reservoir Media Inc. Warrant,RSVRW
Rattler Midstream LP Common Units,RTLR
Raytheon Technologies Corporation Common Stock,RTX
Rubius Therapeutics Inc. Common Stock,RUBY
Sunrun Inc. Common Stock,RUN
Rush Enterprises Inc. Common Stock Cl A,RUSHA
Rush Enterprises Inc. Class B,RUSHB
Ruth's Hospitality Group Inc. Common Stock,RUTH
Riverview Acquisition Corp. Class A Common Stock,RVAC
Riverview Acquisition Corp. Warrant,RVACW
Retail Value Inc. Common Stock ,RVI
Revolve Group Inc. Class A Common Stock,RVLV
Revolution Medicines Inc. Common Stock,RVMD
Revance Therapeutics Inc. Common Stock,RVNC
Retractable Technologies Inc. Common Stock,RVP
Reviva Pharmaceuticals Holdings Inc. Common Stock ,RVPH
Reviva Pharmaceuticals Holdings Inc. Warrants,RVPHW
Riverview Bancorp Inc Common Stock,RVSB
Royce Value Trust Inc. Common Stock,RVT
Runway Growth Finance Corp. Common Stock,RWAY
ReWalk Robotics Ltd. Ordinary Shares,RWLK
Redwood Trust Inc. Common Stock,RWT
Prometheus Biosciences Inc. Common Stock,RXDX
RXR Acquisition Corp. Class A Common Stock,RXRA
RXR Acquisition Corp. Warrants to purchase Class A common stock,RXRAW
Recursion Pharmaceuticals Inc. Class A Common Stock,RXRX
RxSight Inc. Common Stock,RXST
Rackspace Technology Inc. Common Stock,RXT
Royal Bank Of Canada Common Stock,RY
Royal Bank Of Canada 6.750% Fixed Rate/Floating Rate Noncumulative First Preferred Shares Series C-2,RY^T
Ryanair Holdings plc American Depositary Shares,RYAAY
Rayonier Advanced Materials Inc. Common Stock,RYAM
Ryan Specialty Group Holdings Inc. Class A Common Stock,RYAN
RYB Education Inc. American depositary shares each representing one Class A ordinary share,RYB
Ryerson Holding Corporation Common Stock,RYI
Rayonier Inc. REIT Common Stock,RYN
Rhythm Pharmaceuticals Inc. Common Stock,RYTM
Reinsurance Group of America Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042,RZA
Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,RZB
Rezolute Inc. Common Stock (NV),RZLT
SentinelOne Inc. Class A Common Stock,S
Seabridge Gold Inc. Ordinary Shares (Canada),SA
Sabre Corporation Common Stock,SABR
Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock,SABRP
SAB Biotherapeutics Inc. Common Stock,SABS
SAB Biotherapeutics Inc. Warrant,SABSW
Sachem Capital Corp. 6.875% Notes due 2024,SACC
Sachem Capital Corp. Common Shares,SACH
Sachem Capital Corp. 7.75% Series A Cumulative Redeemable Preferred Stock,SACH^A
Safehold Inc. Common Stock,SAFE
Sanderson Farms Inc. Common Stock,SAFM
Safety Insurance Group Inc. Common Stock,SAFT
Sagaliam Acquisition Corp. Units,SAGAU
Sage Therapeutics Inc. Common Stock,SAGE
Sonic Automotive Inc. Common Stock,SAH
Saia Inc. Common Stock,SAIA
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,SAIC
SailPoint Technologies Holdings Inc. Common Stock,SAIL
Saratoga Investment Corp 7.25% Notes due 2025,SAK
Salisbury Bancorp Inc. Common Stock,SAL
Salem Media Group Inc. Class A Common Stock,SALM
Boston Beer Company Inc. (The) Common Stock,SAM
Schultze Special Purpose Acquisition Corp. II Class A Common Stock,SAMA
Schultze Special Purpose Acquisition Corp. II Units,SAMAU
Schultze Special Purpose Acquisition Corp. II Warrant,SAMAW
Silvercrest Asset Management Group Inc. Class A Common Stock,SAMG
Banco Santander S.A. Sponsored ADR (Spain),SAN
Sana Biotechnology Inc. Common Stock,SANA
Sanaby Health Acquisition Corp. I Class A Common Stock,SANB
Sanaby Health Acquisition Corp. I Unit,SANBU
Sandstorm Gold Ltd. Ordinary Shares (Canada),SAND          
Sangoma Technologies Corporation Common Shares,SANG
Sanmina Corporation Common Stock,SANM
S&W Seed Company Common Stock (NV),SANW
SAP  SE ADS,SAP
Saratoga Investment Corp New,SAR
Sandy Spring Bancorp Inc. Common Stock,SASR
EchoStar  Corporation Common Stock,SATS
Cassava Sciences Inc. Common Stock,SAVA
Spirit Airlines Inc. Common Stock,SAVE
Safe Bulkers Inc Common Stock ($0.001 par value),SB
Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands),SB^C
Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands),SB^D
SBA Communications Corporation Class A Common Stock,SBAC
Scorpio Tankers Inc. 7.00% Senior Notes due 2025,SBBA
Seacoast Banking Corporation of Florida Common Stock,SBCF
SilverBox Engaged Merger Corp I Class A Common Stock,SBEA
SilverBox Engaged Merger Corp I Units,SBEAU
SilverBox Engaged Merger Corp I Warrant,SBEAW
SharpLink Gaming Ltd. Ordinary Shares,SBET
Splash Beverage Group Inc. (NV) Common Stock,SBEV
SB Financial Group Inc. Common Stock,SBFG
Sinclair Broadcast Group Inc. Class A Common Stock,SBGI
Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,SBH
Western Asset Intermediate Muni Fund Inc Common Stock,SBI
Sandbridge X2 Corp. Class A Common Stock,SBII
Star Bulk Carriers Corp. Common Shares,SBLK
Signature Bank Common Stock,SBNY
Signature Bank Depositary shares each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock,SBNYP
SilverBow Resorces Inc. Common Stock,SBOW
Sabine Royalty Trust Common Stock,SBR
Sabra Health Care REIT Inc. Common Stock,SBRA
Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),SBS
Southside Bancshares Inc. Common Stock,SBSI
D/B/A Sibanye-Stillwater Limited ADS,SBSW
Sterling Bancorp Inc. Common Stock,SBT
Silverback Therapeutics Inc. Common Stock,SBTX
Starbucks Corporation Common Stock,SBUX
Santander Consumer USA Holdings Inc. Common Stock,SC
Stratim Cloud Acquisition Corp. Unit,SCAQU
Sachem Capital Corp. 7.125% Notes due 2024,SCCB
Sachem Capital Corp. 7.75% Notes due 2025,SCCC
Sachem Capital Corp. 6.00% Notes due 2026,SCCD
Southern Copper Corporation Common Stock,SCCO
LMP Capital and Income Fund Inc. Common Stock,SCD
SCE Trust II Trust Preferred Securities,SCE^G
SCE Trust III Fixed/Floating Rate Trust Preference Securities,SCE^H
Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,SCE^J
Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,SCE^K
SCE TRUST VI,SCE^L
Scholastic Corporation Common Stock,SCHL
Schnitzer Steel Industries Inc. Class A Common Stock,SCHN
Charles Schwab Corporation (The) Common Stock,SCHW
The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D,SCHW^D
The Charles Schwab Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock Series J,SCHW^J
Service Corporation International Common Stock,SCI
Socket Mobile Inc. Common Stock,SCKT
Stepan Company Common Stock,SCL
Broadscale Acquisition Corp. Class A common stock,SCLE
Broadscale Acquisition Corp. Units,SCLEU
Broadscale Acquisition Corp. Warrant,SCLEW
Stellus Capital Investment Corporation Common Stock,SCM
Seaport Calibre Materials Acquisition Corp. Unit,SCMAU
ScION Tech Growth I Class A Ordinary Shares,SCOA
ScION Tech Growth I Unit,SCOAU
ScION Tech Growth I Warrant,SCOAW
ScION Tech Growth II Class A Ordinary Shares,SCOB
ScION Tech Growth II Units,SCOBU
ScION Tech Growth II Warrants,SCOBW
comScore Inc. Common Stock,SCOR
scPharmaceuticals Inc. Common Stock,SCPH
SciPlay Corporation Class A Common Stock,SCPL
Scopus BioPharma Inc. Common Stock,SCPS
Steelcase Inc. Common Stock,SCS
ScanSource Inc. Common Stock,SCSC
Sculptor Capital Management Inc. Class A Common Stock,SCU
Shoe Carnival Inc. Common Stock,SCVL
SCVX Corp. Class A Ordinary Shares,SCVX
SecureWorks Corp. Class A Common Stock,SCWX
L.S. Starrett Company (The) Common Stock,SCX
SCYNEXIS Inc. Common Stock,SCYX
SandRidge Energy Inc. Common Stock,SD
Sustainable Development Acquisition I Corp. Unit,SDACU
Sustainable Development Acquisition I Corp. Warrant,SDACW
SmileDirectClub Inc. Class A Common Stock,SDC
Schrodinger Inc. Common Stock,SDGR
Global Internet of People Inc. Ordinary Shares,SDH
PGIM Short Duration High Yield Opportunities Fund Common Shares,SDHY
Stronghold Digital Mining Inc. Class A Common Stock,SDIG
Superior Drilling Products Inc. Common Stock,SDPI
Sea Limited American Depositary Shares each representing one Class A Ordinary Share,SE
SeaChange International Inc. Common Stock,SEAC
Sports Entertainment Acquisition Corp. Class A Common Stock,SEAH
SeaWorld Entertainment Inc. Common Stock,SEAS
Vivid Seats Inc. Class A Common Stock,SEAT
Vivid Seats Inc. Warrant,SEATW
Seaboard Corporation Common Stock,SEB
Secoo Holding Limited ADS,SECO
SolarEdge Technologies Inc. Common Stock,SEDG
Sealed Air Corporation Common Stock,SEE
Origin Agritech Limited Common Stock,SEED
Seelos Therapeutics Inc. Common Stock,SEEL
Seer Inc. Class A Common Stock,SEER
SEI Investments Company Common Stock,SEIC
Selecta Biosciences Inc. Common Stock,SELB
Global Self Storage Inc. Common Stock,SELF
Select Medical Holdings Corporation Common Stock,SEM
SEMrush Holdings Inc. Class A Common Stock,SEMR
Seneca Foods Corp. Class A Common Stock,SENEA
Seneca Foods Corp. Class B Common Stock,SENEB
Senseonics Holdings Inc. Common Stock,SENS
Sera Prognostics Inc. Class A Common Stock,SERA
Sesen Bio Inc. Common Stock,SESN
Sono Group N.V. Common Shares,SEV
Seven Hills Realty Trust Common Stock,SEVN
Stifel Financial Corporation Common Stock,SF
Stifel Financial Corporation Depositary Shares Each Representing 1/1000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock Series B,SF^B
Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 6.125% Non Cumulative Preferred Stock Series C,SF^C
Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 4.50% Non-Cumulative Preferred Stock Series D,SF^D
Stifel Financial Corporation 5.20% Senior Notes due 2047,SFB
Sound Financial Bancorp Inc. Common Stock,SFBC
ServisFirst Bancshares Inc. Common Stock,SFBS
Safeguard Scientifics Inc. New Common Stock,SFE
Safe-T Group Ltd. American Depositary Share,SFET
Stitch Fix Inc. Class A Common Stock,SFIX
SFL Corporation Ltd,SFL
Sprouts Farmers Market Inc. Common Stock,SFM
Simmons First National Corporation Class A Common Stock,SFNC
Southern First Bancshares Inc. Common Stock,SFST
Shift Technologies Inc. Class A Common Stock,SFT
Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares HK$1.00 par value),SFUN
Sweetgreen Inc. Class A Common Stock,SG
Saga Communications Inc. Class A Common Stock (FL),SGA
SG Blocks Inc. Common Stock,SGBX
Superior Group of Companies Inc. Common Stock,SGC
Seagen Inc. Common Stock,SGEN
Signify Health Inc. Class A Common Stock,SGFY
SMART Global Holdings Inc. Ordinary Shares,SGH
Sight Sciences Inc. Common Stock,SGHT
Seaport Global Acquisition II Corp. Class A Common Stock,SGII
Seaport Global Acquisition II Corp. Unit,SGIIU
Sigma Labs Inc. Common Stock,SGLB
Sigma Labs Inc. Warrant,SGLBW
SigmaTron International Inc. Common Stock,SGMA
Sigma Lithium Corporation Common Shares,SGML
Sangamo Therapeutics Inc. Common Stock,SGMO
Scientific Games Corp Common Stock,SGMS
SPAR Group Inc. Common Stock,SGRP
Surgery Partners Inc. Common Stock,SGRY
Sigilon Therapeutics Inc. Common Stock,SGTX
Star Group L.P. Common Stock,SGU
SCP & CO Healthcare Acquisition Company Class A Common Stock,SHAC
SCP & CO Healthcare Acquisition Company Unit,SHACU
SCP & CO Healthcare Acquisition Company Warrant,SHACW
Shake Shack Inc. Class A Common Stock,SHAK
Shore Bancshares Inc Common Stock,SHBI
Sotera Health Company Common Stock,SHC
Spindletop Health Acquisition Corp. Unit,SHCAU
Sharecare Inc. Class A Common Stock,SHCR
Sharecare Inc. Warrant,SHCRW
Shenandoah Telecommunications Co Common Stock,SHEN
Shinhan Financial Group Co Ltd American Depositary Shares,SHG
SINOPEC Shangai Petrochemical Company Ltd. Common Stock,SHI
Seanergy Maritime Holdings Corp Common Stock,SHIP
Seanergy Maritime Holdings Corp Class B Warrant,SHIPZ
Shoals Technologies Group Inc. Class A Common Stock,SHLS
Shell Midstream Partners L.P. Common Units representing Limited Partner Interests,SHLX
Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,SHO
Sunstone Hotel Investors Inc. 6.125% Series H Cumulative Redeemable Preferred Stock,SHO^H
Sunstone Hotel Investors Inc. 5.70% Series I Cumulative Redeemable Preferred Stock,SHO^I
Steven Madden Ltd. Common Stock,SHOO
Shopify Inc. Class A Subordinate Voting Shares,SHOP
Shapeways Holdings Inc. Common Stock,SHPW
Shelter Acquisition Corporation I Class A Common Stock,SHQA
Shelter Acquisition Corporation I Units,SHQAU
Shelter Acquisition Corporation I Warrants,SHQAW
Sherwin-Williams Company (The) Common Stock,SHW
The Shyft Group Inc. Common Stock,SHYF
Silvergate Capital Corporation Class A Common Stock,SI
Silvergate Capital Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,SI^A
SI-BONE Inc. Common Stock,SIBN
Companhia Siderurgica Nacional S.A. Common Stock,SID
Sidus Space Inc. Class A Common Stock,SIDU
Siebert Financial Corp. Common Stock,SIEB
Sientra Inc. Common Stock,SIEN
Sierra Lake Acquisition Corp. Class A Common Stock,SIER
Sierra Lake Acquisition Corp. Unit,SIERU
Sierra Lake Acquisition Corp. Warrant,SIERW
SIFCO Industries Inc. Common Stock,SIF
Sify Technologies Limited American Depositary Shares,SIFY
Signet Jewelers Limited Common Shares,SIG
SIGA Technologies Inc. Common Stock,SIGA
Selective Insurance Group Inc. Common Stock,SIGI
Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,SIGIP
Sprott Inc. Common Shares,SII
Silicom Ltd Ordinary Shares,SILC
Silk Road Medical Inc. Common Stock,SILK
SilverCrest Metals Inc. Common Shares,SILV
Grupo Simec S.A.B. de C.V. American Depositary Shares,SIM
Silicon Motion Technology Corporation American Depositary Shares,SIMO
Sino-Global Shipping America Ltd. Common Stock,SINO
SiNtx Technologies Inc. Common Stock,SINT
Sio Gene Therapies Inc. Common Stock,SIOX
Sirius XM Holdings Inc. Common Stock,SIRI
Shineco Inc. Common Stock,SISI
SITE Centers Corp. Common Stock,SITC
SITE Centers Corp. 6.375% Class A Preferred Shares,SITC^A
SiteOne Landscape Supply Inc. Common Stock,SITE
SiTime Corporation Common Stock,SITM
SVB Financial Group Common Stock,SIVB
SVB Financial Group Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,SIVBP
Six Flags Entertainment Corporation New Common Stock,SIX
Scienjoy Holding Corporation Class A Ordinary Shares ,SJ
South Jersey Industries Inc. Common Stock,SJI
South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079,SJIJ
South Jersey Industries Inc. Corporate Units,SJIV
J.M. Smucker Company (The) New Common Stock,SJM
Shaw Communications Inc. Common Stock,SJR
San Juan Basin Royalty Trust Common Stock,SJT
SJW Group Common Stock (DE),SJW
Skeena Resources Limited Common Shares,SKE
Skillsoft Corp. Class A Common Stock,SKIL
The Beauty Health Company Class A Common Stock,SKIN
Skillz Inc. Class A Common Stock,SKLZ
SK Telecom Co. Ltd. Common Stock,SKM
Tanger Factory Outlet Centers Inc. Common Stock,SKT
Skechers U.S.A. Inc. Common Stock,SKX
Skyline Champion Corporation Common Stock,SKY
Skydeck Acquisition Corp. Units,SKYAU
SkyWater Technology Inc. Common Stock,SKYT
SkyWest Inc. Common Stock,SKYW
Silicon Laboratories Inc. Common Stock,SLAB
Social Leverage Acquisition Corp I Class A Common Stock,SLAC
Slam Corp. Class A Ordinary Share,SLAM
Slam Corp. Unit,SLAMU
Slam Corp. warrant,SLAMW
Schlumberger N.V. Common Stock,SLB
U.S. Silica Holdings Inc. Common Stock,SLCA
Silver Crest Acquisition Corporation Class A Ordinary Share,SLCR
Silver Crest Acquisition Corporation Unit,SLCRU
Silver Crest Acquisition Corporation Warrant,SLCRW
Solid Biosciences Inc. Common Stock,SLDB
Solid Power Inc. Class A Common Stock,SLDP
Solid Power Inc. Warrant,SLDPW
Sun Life Financial Inc. Common Stock,SLF
SL Green Realty Corp Common Stock,SLG
SL Green Realty Corporation Preferred Series I,SLG^I
SomaLogic Inc. Class A Common Stock,SLGC
SomaLogic Inc. Warrant,SLGCW
Super League Gaming Inc. Common Stock,SLGG
Sol-Gel Technologies Ltd. Ordinary Shares,SLGL
Silgan Holdings Inc. Common Stock,SLGN
Skylight Health Group Inc. Ordinary Shares,SLHG
Skylight Health Group Inc. 9.25% Series A Cumulative Redeemable Perpetual Preferred Shares,SLHGP
Standard Lithium Ltd. Common Shares,SLI
SLM Corporation Common Stock,SLM
SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,SLMBP
Silence Therapeutics Plc American Depository Share,SLN
Stabilis Solutions Inc. Common Stock,SLNG
Soluna Holdings Inc. Common Stock,SLNH
Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock ,SLNHP
Soleno Therapeutics Inc. Common Stock,SLNO
Simulations Plus Inc. Common Stock,SLP
SelectQuote Inc. Common Stock,SLQT
SLR Investment Corp. Common Stock,SLRC
Salarius Pharmaceuticals Inc. Common Stock,SLRX
SELLAS Life Sciences Group Inc. Common Stock,SLS
Sylvamo Corporation Common Stock,SLVM
SilverSPAC Inc. Class A Ordinary Share,SLVR
SilverSPAC Inc. Unit,SLVRU
SM Energy Company Common Stock,SM
SportsMap Tech Acquisition Corp. Common Stock,SMAP
SportsMap Tech Acquisition Corp. Units,SMAPU
Smartsheet Inc. Class A Common Stock,SMAR
Southern Missouri Bancorp Inc. Common Stock,SMBC
SmartFinancial Inc. Common Stock,SMBK
Super Micro Computer Inc. Common Stock,SMCI
Sharps Compliance Corp. Common Stock,SMED
Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),SMFG
Sema4 Holdings Corp. Class A Common Stock,SMFR
Sema4 Holdings Corp. Warrant,SMFRW
Scotts Miracle-Gro Company (The) Common Stock,SMG
SEACOR Marine Holdings Inc. Common Stock ,SMHI
Smith-Midland Corporation Common Stock,SMID
Summit Healthcare Acquisition Corp. Units,SMIHU
Schmitt Industries Inc. Common Stock,SMIT
Summit Midstream Partners LP Common Units Representing Limited Partner Interests,SMLP
Semler Scientific Inc. Common Stock,SMLR
Salient Midstream Common Shares of Beneficial Interest,SMM
Summit Financial Group Inc. Common Stock,SMMF
Summit Therapeutics Inc. Common Stock ,SMMT
Standard Motor Products Inc. Common Stock,SMP
The Simply Good Foods Company Common Stock,SMPL
SmartRent Inc. Class A Common Stock,SMRT
Smith Micro Software Inc. Common Stock,SMSI
Semtech Corporation Common Stock,SMTC
Sanara MedTech Inc. Common Stock,SMTI
Sierra Metals Inc. Common Stock,SMTS
Similarweb Ltd. Ordinary Shares,SMWB
Snap-On Incorporated Common Stock,SNA
Snap Inc. Class A Common Stock,SNAP
Stryve Foods Inc. Class A Common Stock,SNAX
Stryve Foods Inc. Warrant,SNAXW
Sleep Number Corporation Common Stock,SNBR
Science 37 Holdings Inc. Common Stock,SNCE
Synchronoss Technologies Inc. Common Stock,SNCR
Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,SNCRL
Sun Country Airlines Holdings Inc. Common Stock,SNCY
Smart Sand Inc. Common Stock,SND
Sonida Senior Living Inc. Common Stock,SNDA
Sundial Growers Inc. Common Shares,SNDL
Schneider National Inc. Common Stock,SNDR
Syndax Pharmaceuticals Inc. Common Stock,SNDX
SenesTech Inc. Common Stock,SNES
StoneX Group Inc. Common Stock,SNEX
Security National Financial Corporation Class A Common Stock,SNFCA
Soligenix Inc. Common Stock,SNGX
Supernova Partners Acquisition Company II Ltd. Class A Ordinary Shares,SNII
Evolve Transition Infrastructure LP Common Stock,SNMP
Smith & Nephew SNATS Inc. Common Stock,SNN
Sonoma Pharmaceuticals Inc. Common Stock,SNOA
Snowflake Inc. Class A Common Stock,SNOW
China Petroleum & Chemical Corporation Common Stock,SNP
Snap One Holdings Corp. Common Stock,SNPO
Synopsys Inc. Common Stock,SNPS
Synaptogenix Inc. Common Stock,SNPX
Senior Connect Acquisition Corp. I Class A Common Stock,SNRH
Senior Connect Acquisition Corp. I Warrant,SNRHW
Sensei Biotherapeutics Inc. Common Stock,SNSE
Senstar Technologies Ltd. Ordinary Shares,SNT
Sentage Holdings Inc. Ordinary Shares,SNTG
Synovus Financial Corp. Common Stock,SNV
Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D Liquation Preference $25.00 per Share,SNV^D
Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,SNV^E
TD SYNNEX Corporation Common Stock,SNX
Sanofi ADS,SNY
Southern Company (The) Common Stock,SO
SoFi Technologies Inc. Common Stock  ,SOFI
Sotherly Hotels Inc. Common Stock,SOHO
Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,SOHOB
Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,SOHON
Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,SOHOO
Sohu.com Limited American Depositary Shares,SOHU
Solaris Oilfield Infrastructure Inc. Class A Common Stock,SOI
Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,SOJC
Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,SOJD
Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,SOJE
Renesola Ltd. American Depsitary Shares (Each representing 10 shares),SOL
Southern Company (The) 2019 Series A Corporate Units,SOLN
Electrameccanica Vehicles Corp. Ltd. Common Stock,SOLO
Electrameccanica Vehicles Corp. Ltd. Warrants,SOLOW
Sonoco Products Company Common Stock,SON
Sonim Technologies Inc. Common Stock,SONM
Sonnet BioTherapeutics Holdings Inc. Common Stock,SONN
Sonos Inc. Common Stock,SONO
Sonendo Inc. Common Stock,SONX
Sony Group Corporation American Depositary Shares ,SONY
Society Pass Incorporated Common Stock,SOPA
SOPHiA GENETICS SA Ordinary Shares,SOPH
Source Capital Inc. Common Stock,SOR
SOS Limited American Depositary Shares,SOS
Sono-Tek Corporation Common Stock,SOTK
Sovos Brands Inc. Common Stock,SOVO
SP Plus Corporation Common Stock,SP
Spartan Acquisition Corp. III Class A Common Stock,SPAQ
Spectrum Brands Holdings Inc. Common Stock,SPB
SuperCom Ltd. Ordinary Shares (Israel),SPCB
Virgin Galactic Holdings Inc. Common Stock,SPCE
Special Opportunities Fund Inc Common Stock,SPE
South Plains Financial Inc. Common Stock,SPFI
Simon Property Group Inc. Common Stock,SPG
Simon Property Group Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock,SPG^J
S&P Global Inc. Common Stock,SPGI
Simon Property Group Acquisition Holdings Inc. Class A Common Stock,SPGS
Suburban Propane Partners L.P. Common Stock,SPH
SPI Energy Co. Ltd. Ordinary Shares,SPI
Spire Global Inc. Class A Common Stock,SPIR
SPK Acquisition Corp. Right,SPKAR
Silver Spike Acquisition Corp II Class A Ordinary Shares,SPKB
Silver Spike Acquisition Corp II Units,SPKBU
Silver Spike Acquisition Corp II Warrant,SPKBW
Splunk Inc. Common Stock,SPLK
Steel Partners Holdings LP LTD PARTNERSHIP UNIT,SPLP
Steel Partners Holdings LP 6.0% Series A Preferred Units no par value,SPLP^A
SeaSpine Holdings Corporation Common Stock,SPNE
Sapiens International Corporation N.V. Common Shares (Cayman Islands),SPNS
SiriusPoint Ltd. Common Shares,SPNT
SiriusPoint Ltd. 8.00% Resettable Fixed Rate Preference Shares Series B $25.00 liquidation preference per share,SPNT^B
Spok Holdings Inc. Common Stock,SPOK
Spotify Technology S.A. Ordinary Shares,SPOT
Spectrum Pharmaceuticals Inc.Common Stock,SPPI
Spirit Aerosystems Holdings Inc. Common Stock,SPR
Spruce Biosciences Inc. Common Stock,SPRB
SciSparc Ltd. Ordinary Shares,SPRC
Spero Therapeutics Inc. Common Stock,SPRO
SPS Commerce Inc. Common Stock,SPSC
Sprout Social Inc Class A Common Stock,SPT
SportsTek Acquisition Corp. Class A Common Stock,SPTK
SportsTek Acquisition Corp. Unit,SPTKU
SpartanNash Company Common Stock,SPTN
Sportsman's Warehouse Holdings Inc. Common Stock,SPWH
SunPower Corporation Common Stock,SPWR
SPX Corporation Common Stock,SPXC
Nuveen S&P 500 Dynamic Overwrite Fund,SPXX
Block Inc. Class A Common Stock,SQ
Presidio Property Trust Inc. Class A Common Stock,SQFT
Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,SQFTP
SeqLL Inc. Common stock,SQL
SeqLL Inc. Warrant,SQLLW
Sociedad Quimica y Minera S.A. Common Stock,SQM
Sequans Communications S.A. American Depositary Shares,SQNS
Squarespace Inc. Class A Common Stock,SQSP
SQZ Biotechnologies Company Common Stock,SQZ
Spire Inc. Common Stock,SR
Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,SR^A
Sportradar Group AG Class A Ordinary Shares,SRAD
SRAX Inc. Class A Common Stock,SRAX
Spirit Realty Capital Inc. Common Stock,SRC
Spirit Realty Capital Inc. 6.000% Series A Cumulative Redeemable Preferred Stock,SRC^A
1st Source Corporation Common Stock,SRCE
Stericycle Inc. Common Stock,SRCL
Surmodics Inc. Common Stock,SRDX
DBA Sempra Common Stock,SRE
DBA Sempra 5.750% Junior Subordinated Notes due 2079,SREA
ServiceSource International Inc. Common Stock,SREV
Seritage Growth Properties Class A Common Stock,SRG
Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,SRG^A
Surgalign Holdings Inc. Common Stock,SRGA
Stoneridge Inc. Common Stock,SRI
Scully Royalty Ltd.,SRL
Sprague Resources LP Common Units representing Limited Partner Interests,SRLP
Sorrento Therapeutics Inc.  Common Stock,SRNE
Sarepta Therapeutics Inc. Common Stock (DE),SRPT
Sierra Oncology Inc. Common Stock,SRRA
Scholar Rock Holding Corporation Common Stock,SRRK
Sarissa Capital Acquisition Corp. Class A Ordinary Shares,SRSA
Sarissa Capital Acquisition Corp. Unit,SRSAU
StarTek Inc. Common Stock,SRT
Sensus Healthcare Inc. Common Stock,SRTS
Cushing MLP & Infrastructure Total Return Fund,SRV
Surrozen Inc. Common Stock,SRZN
Surrozen Inc. Warrant,SRZNW
Science Strategic Acquisition Corp. Alpha Class A Common Stock,SSAA
